"Country","Sector","prices","costs"
"Mexico","Textile",0.890772236953682,0.941723954164399
"USA","Textile",0.994044441477702,0.996843824252141
"Mexico","Retail",0.994062548056987,0.994062548056987
"USA","Retail",0.999794188075041,0.999794188075041
