"Country","Total","ToT","VoT","Real_Wages"
"Mexico       ","1.16998958118587","-0.383380445627102","1.55337002681297","1.63320965751788"
"Canada       ","-0.062981314842836","-0.0928133389353603","0.0298320240925243","0.308947060944176"
"USA          ","0.0794990555758712","0.0431984429988264","0.0363006125770449","0.109252777351543"
