"Country","Total","ToT","VoT","Real_Wages"
"Mexico       ","1.31211368663391","-0.411771207694997","1.72388489432891","1.71532261873326"
"Canada       ","-0.063816380237596","-0.108102284950044","0.0442859047124477","0.322828591217705"
"USA          ","0.0847533085029548","0.0435315265529677","0.0412217819499872","0.112442407708935"
